DOI,Journal,Year,Material,Material_Class,Doping,Gas,DFT_Software,Functional,Adsorption_Energy_eV,Charge_Transfer_e,Adsorption_Distance_A,Bandgap_Before_eV,Bandgap_After_eV,Bandgap_Change_eV,WorkFunction_Before_eV,WorkFunction_After_eV,WorkFunction_Change_eV,Sensitivity,Selectivity,Response_Time,Recovery_Time,Detection_Limit,Gas_MolecularWeight,Gas_XLogP,Gas_TPSA,Gas_HeavyAtomCount,Gas_HBondDonorCount,Gas_HBondAcceptorCount,Mat_Group,Mat_Layers,Mat_MetalFraction
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (S/SeV),TMD,,H2S,VASP,GGA-PBE,-0.222,-0.002,2.128,,,,,,,,,,,,34.08,0.5,1.0,1,1,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe,TMD,,NH3,VASP,GGA-PBE,-0.14,-0.005,2.379,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe,TMD,,NH3,VASP,GGA-PBE,-0.203,-0.028,2.559,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (MoV),TMD,,NH3,VASP,GGA-PBE,-0.146,-0.01,2.499,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (MoV),TMD,,NH3,VASP,GGA-PBE,-0.16,-0.004,2.484,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (SeV),TMD,,NH3,VASP,GGA-PBE,-0.281,0.019,0.876,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (SeV),TMD,,NH3,VASP,GGA-PBE,-0.216,0.001,1.963,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (S/SeV),TMD,,NH3,VASP,GGA-PBE,-0.274,0.022,0.913,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (S/SeV),TMD,,NH3,VASP,GGA-PBE,-0.177,-0.004,2.569,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe,TMD,,NO2,VASP,GGA-PBE,-0.252,0.137,2.502,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe,TMD,,NO2,VASP,GGA-PBE,-0.204,0.094,2.479,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (MoV),TMD,,NO2,VASP,GGA-PBE,-0.314,0.196,2.351,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (MoV),TMD,,NO2,VASP,GGA-PBE,-0.266,0.185,2.195,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (SeV),TMD,,NO2,VASP,GGA-PBE,-3.36,1.027,1.776,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (SeV),TMD,,NO2,VASP,GGA-PBE,-0.288,0.243,1.518,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (S/SeV),TMD,,NO2,VASP,GGA-PBE,-3.404,1.077,1.364,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (S/SeV),TMD,,NO2,VASP,GGA-PBE,-0.273,0.257,1.534,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe,TMD,,NO,VASP,GGA-PBE,-0.089,0.01,2.748,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe,TMD,,NO,VASP,GGA-PBE,-0.117,0.006,2.624,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (MoV),TMD,,NO,VASP,GGA-PBE,-0.164,-0.056,2.285,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (MoV),TMD,,NO,VASP,GGA-PBE,-0.435,0.038,1.526,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (SeV),TMD,,NO,VASP,GGA-PBE,-0.219,0.059,1.462,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (SeV),TMD,,NO,VASP,GGA-PBE,-2.788,0.915,0.0,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (S/SeV),TMD,,NO,VASP,GGA-PBE,-0.083,0.027,1.666,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (S/SeV),TMD,,NO,VASP,GGA-PBE,-2.894,1.058,0.0,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,tmd_janus,1,0.33
10.3390/chemosensors9080227,Chemosensors,2021,Ag-doped Graphene,2D Carbon,Ag,NO2,CASTEP,GGA-PBE,-2.209,-0.45,0.2224,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,carbon_2d,1,0.02
10.3390/chemosensors9080227,Chemosensors,2021,Ag-doped Graphene,2D Carbon,Ag,NH3,CASTEP,GGA-PBE,-1.115,0.136,0.2295,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,carbon_2d,1,0.02
10.3390/chemosensors9080227,Chemosensors,2021,Ag-doped Graphene,2D Carbon,Ag,H2O,CASTEP,GGA-PBE,-0.93,0.122,0.2297,,,,,,,,,,,,18.015,-0.5,1.0,1,1,1,carbon_2d,1,0.02
10.3390/chemosensors9080227,Chemosensors,2021,Ag-doped Graphene,2D Carbon,Ag,CO2,CASTEP,GGA-PBE,-0.36,0.018,0.2626,,,,,,,,,,,,44.009,0.9,34.1,3,0,2,carbon_2d,1,0.02
10.3390/chemosensors9080227,Chemosensors,2021,Ag-doped Graphene,2D Carbon,Ag,CH4,CASTEP,GGA-PBE,-0.335,0.031,0.2218,,,,,,,,,,,,16.043,0.6,0.0,1,0,0,carbon_2d,1,0.02
10.3390/chemosensors9080227,Chemosensors,2021,Ag-doped Graphene,2D Carbon,Ag,C2H6,CASTEP,GGA-PBE,-0.514,0.05,0.2395,,,,,,,,,,,,30.07,1.3,0.0,2,0,0,carbon_2d,1,0.02
10.1016/j.apsusc.2015.03.056,Applied Surface Science,2015,Co-anchored Graphene,2D Carbon,Co,CO,VASP,GGA-PBE,-0.62,,,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.02
10.1016/j.apsusc.2015.03.056,Applied Surface Science,2015,Co-anchored Graphene,2D Carbon,Co,NO,VASP,GGA-PBE,-1.51,,,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,carbon_2d,1,0.02
10.1016/j.apsusc.2015.03.056,Applied Surface Science,2015,Co-anchored Graphene,2D Carbon,Co,SO2,VASP,GGA-PBE,-1.07,,,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.02
10.1016/j.apsusc.2015.03.056,Applied Surface Science,2015,Co-anchored Graphene,2D Carbon,Co,NH3,VASP,GGA-PBE,-1.46,,,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,carbon_2d,1,0.02
10.1016/j.apsusc.2017.08.216,Applied Surface Science,2018,Fe-doped Graphene,2D Carbon,Fe,CO,Gaussian,PBE/Def2-SVP,-1.6,,,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.02
10.1016/j.apsusc.2017.08.216,Applied Surface Science,2018,Fe-doped Graphene,2D Carbon,Fe,SO2,Gaussian,PBE/Def2-SVP,-1.8,,,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.02
10.3390/s20143932,Sensors,2020,Zigzag Graphene Nanoribbon,2D Carbon,,NO,ATK-VNL,DFT (ATK),-0.273,-0.104,2.88,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,carbon_1d,1,0.0
10.3390/s20143932,Sensors,2020,Zigzag Graphene Nanoribbon,2D Carbon,,NO2,ATK-VNL,DFT (ATK),-0.225,0.04,3.11,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,carbon_1d,1,0.0
10.3390/s20143932,Sensors,2020,Zigzag Graphene Nanoribbon,2D Carbon,,NH3,ATK-VNL,DFT (ATK),-0.092,-0.018,3.03,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,carbon_1d,1,0.0
10.3390/s20143932,Sensors,2020,ZGNR-O (epoxy),2D Carbon,O,NO,ATK-VNL,DFT (ATK),-0.318,0.132,2.66,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,carbon_1d,1,0.0
10.3390/s20143932,Sensors,2020,ZGNR-O (epoxy),2D Carbon,O,NO2,ATK-VNL,DFT (ATK),-0.212,0.031,3.15,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,carbon_1d,1,0.0
10.3390/s20143932,Sensors,2020,ZGNR-O (epoxy),2D Carbon,O,NH3,ATK-VNL,DFT (ATK),-0.124,-0.128,3.15,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,carbon_1d,1,0.0
10.3390/s20143932,Sensors,2020,ZGNR-OH (hydroxyl),2D Carbon,OH,NO,ATK-VNL,DFT (ATK),-0.641,-0.146,2.24,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,carbon_1d,1,0.0
10.3390/s20143932,Sensors,2020,ZGNR-OH (hydroxyl),2D Carbon,OH,NO2,ATK-VNL,DFT (ATK),-0.618,0.074,1.74,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,carbon_1d,1,0.0
10.3390/s20143932,Sensors,2020,ZGNR-OH (hydroxyl),2D Carbon,OH,NH3,ATK-VNL,DFT (ATK),-0.244,-0.137,2.18,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,carbon_1d,1,0.0
10.3390/s20143932,Sensors,2020,ZGNR-O-OH (epoxy+hydroxyl),2D Carbon,O+OH,NO,ATK-VNL,DFT (ATK),-0.625,-0.118,1.98,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,carbon_1d,1,0.0
10.3390/s20143932,Sensors,2020,ZGNR-O-OH (epoxy+hydroxyl),2D Carbon,O+OH,NO2,ATK-VNL,DFT (ATK),-0.953,0.092,1.68,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,carbon_1d,1,0.0
10.3390/s20143932,Sensors,2020,ZGNR-O-OH (epoxy+hydroxyl),2D Carbon,O+OH,NH3,ATK-VNL,DFT (ATK),-0.219,-0.141,2.45,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,carbon_1d,1,0.0
10.3390/s19092123,Sensors,2019,Few-Layer MoS2,2D TMDC,,NO2,VASP,GGA-PBE,-0.05,,3.128,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd,3,0.33
10.3390/s19092123,Sensors,2019,Few-Layer MoS2,2D TMDC,,NO2,VASP,GGA-PBE,-0.021,,3.12,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd,3,0.33
10.3390/s19092123,Sensors,2019,Few-Layer MoS2,2D TMDC,,NO2,VASP,GGA-PBE,-0.027,,3.124,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd,3,0.33
10.3390/nano11010100,Nanomaterials,2021,Ir-modified MoS2,2D TMDC,Ir,H2S,CASTEP,GGA-PBE,-2.323,0.286,1.583,2.088,0.398,-1.69,,,,,,,,,34.08,0.5,1.0,1,1,1,tmd_decorated,1,0.34
10.3390/nano11010100,Nanomaterials,2021,Ir-modified MoS2,2D TMDC,Ir,SO2,CASTEP,GGA-PBE,-1.757,0.114,2.175,2.088,0.398,-1.69,,,,,,,,,64.07,0.1,35.1,3,0,3,tmd_decorated,1,0.34
10.3390/nano11010100,Nanomaterials,2021,Ir-modified MoS2,2D TMDC,Ir,SOF2,CASTEP,GGA-PBE,-1.492,0.154,2.171,2.088,0.398,-1.69,,,,,,,,,86.06,0.5,36.3,4,0,4,tmd_decorated,1,0.34
10.3390/nano10061215,Nanomaterials,2020,1H-HfS2,2D TMDC,,NH3,VASP,GGA-PBE+D3,-0.647,0.015,2.43,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1H-HfS2,2D TMDC,,NO2,VASP,GGA-PBE+D3,-0.456,-0.179,2.02,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1H-ZrS2,2D TMDC,,NH3,VASP,GGA-PBE+D3,-0.332,0.152,3.6,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1H-ZrS2,2D TMDC,,NO2,VASP,GGA-PBE+D3,-0.666,-0.199,3.24,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1H-HfSe2,2D TMDC,,NH3,VASP,GGA-PBE+D3,-0.199,0.045,3.38,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1H-HfSe2,2D TMDC,,NO2,VASP,GGA-PBE+D3,-0.399,-0.22,2.2,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1H-ZrSe2,2D TMDC,,NH3,VASP,GGA-PBE+D3,-0.518,0.081,2.49,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1H-ZrSe2,2D TMDC,,NO2,VASP,GGA-PBE+D3,-0.609,-0.309,2.17,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1H-HfTe2,2D TMDC,,NH3,VASP,GGA-PBE+D3,-0.208,0.033,3.56,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1H-HfTe2,2D TMDC,,NO2,VASP,GGA-PBE+D3,-0.965,-0.252,2.28,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1H-ZrTe2,2D TMDC,,NH3,VASP,GGA-PBE+D3,-0.208,0.009,3.55,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1H-ZrTe2,2D TMDC,,NO2,VASP,GGA-PBE+D3,-0.942,-0.622,2.28,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1T-HfS2,2D TMDC,,NH3,VASP,GGA-PBE+D3,-0.447,0.195,2.42,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1T-HfS2,2D TMDC,,NO2,VASP,GGA-PBE+D3,-0.204,-0.05,3.3,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1T-ZrS2,2D TMDC,,NH3,VASP,GGA-PBE+D3,-0.587,0.117,2.44,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1T-ZrS2,2D TMDC,,NO2,VASP,GGA-PBE+D3,-0.214,-0.132,2.66,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1T-HfSe2,2D TMDC,,NH3,VASP,GGA-PBE+D3,-0.191,0.128,2.45,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1T-HfSe2,2D TMDC,,NO2,VASP,GGA-PBE+D3,-0.279,-0.257,4.82,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1T-ZrSe2,2D TMDC,,NH3,VASP,GGA-PBE+D3,-0.345,0.033,2.48,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1T-ZrSe2,2D TMDC,,NO2,VASP,GGA-PBE+D3,-0.269,-0.14,4.35,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1T-HfTe2,2D TMDC,,NH3,VASP,GGA-PBE+D3,-0.198,0.053,3.58,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1T-HfTe2,2D TMDC,,NO2,VASP,GGA-PBE+D3,-0.667,-0.185,5.12,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1T-ZrTe2,2D TMDC,,NH3,VASP,GGA-PBE+D3,-0.166,0.018,3.87,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,tmd_4b,1,0.33
10.3390/nano10061215,Nanomaterials,2020,1T-ZrTe2,2D TMDC,,NO2,VASP,GGA-PBE+D3,-0.672,-0.619,3.21,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_4b,1,0.33
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (1B),2D Carbon,B,NO,VASP,GGA-PBE,-0.163,,,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,carbon_2d,1,0.01
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (1B),2D Carbon,B,NO2,VASP,GGA-PBE,-0.61,,,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,carbon_2d,1,0.01
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (1B),2D Carbon,B,NH3,VASP,GGA-PBE,-0.15,,,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,carbon_2d,1,0.01
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (1B),2D Carbon,B,CO,VASP,GGA-PBE,-0.11,,,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.01
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (1B),2D Carbon,B,CO2,VASP,GGA-PBE,-0.16,,,,,,,,,,,,,,44.009,0.9,34.1,3,0,2,carbon_2d,1,0.01
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (1B),2D Carbon,B,H2O,VASP,GGA-PBE,-0.18,,,,,,,,,,,,,,18.015,-0.5,1.0,1,1,1,carbon_2d,1,0.01
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (1B),2D Carbon,B,SO2,VASP,GGA-PBE,-0.36,,,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.01
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (1B),2D Carbon,B,H2,VASP,GGA-PBE,-0.06,,,,,,,,,,,,,,2.016,0.0,0.0,0,0,0,carbon_2d,1,0.01
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-II),2D Carbon,B,NO,VASP,GGA-PBE,-0.89,,,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,carbon_2d,1,0.02
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-II),2D Carbon,B,NO2,VASP,GGA-PBE,-0.72,,,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,carbon_2d,1,0.02
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-II),2D Carbon,B,NH3,VASP,GGA-PBE,-0.04,,,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,carbon_2d,1,0.02
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-II),2D Carbon,B,CO,VASP,GGA-PBE,-0.11,,,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.02
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-II),2D Carbon,B,CO2,VASP,GGA-PBE,-0.15,,,,,,,,,,,,,,44.009,0.9,34.1,3,0,2,carbon_2d,1,0.02
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-II),2D Carbon,B,H2O,VASP,GGA-PBE,-0.21,,,,,,,,,,,,,,18.015,-0.5,1.0,1,1,1,carbon_2d,1,0.02
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-II),2D Carbon,B,SO2,VASP,GGA-PBE,-0.278,,,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.02
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-II),2D Carbon,B,H2,VASP,GGA-PBE,-0.06,,,,,,,,,,,,,,2.016,0.0,0.0,0,0,0,carbon_2d,1,0.02
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-III),2D Carbon,B,NO,VASP,GGA-PBE,-0.54,,,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,carbon_2d,1,0.02
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-III),2D Carbon,B,NO2,VASP,GGA-PBE,-0.77,,,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,carbon_2d,1,0.02
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-III),2D Carbon,B,NH3,VASP,GGA-PBE,-0.06,,,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,carbon_2d,1,0.02
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-III),2D Carbon,B,CO,VASP,GGA-PBE,-0.14,,,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.02
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-III),2D Carbon,B,CO2,VASP,GGA-PBE,-0.09,,,,,,,,,,,,,,44.009,0.9,34.1,3,0,2,carbon_2d,1,0.02
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-III),2D Carbon,B,H2O,VASP,GGA-PBE,-0.2,,,,,,,,,,,,,,18.015,-0.5,1.0,1,1,1,carbon_2d,1,0.02
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-III),2D Carbon,B,SO2,VASP,GGA-PBE,-0.34,,,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.02
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-III),2D Carbon,B,H2,VASP,GGA-PBE,-0.08,,,,,,,,,,,,,,2.016,0.0,0.0,0,0,0,carbon_2d,1,0.02
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-II),2D Carbon,B,NO,VASP,GGA-PBE,-0.69,,,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,carbon_2d,1,0.03
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-II),2D Carbon,B,NO2,VASP,GGA-PBE,-0.9,,,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,carbon_2d,1,0.03
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-II),2D Carbon,B,NH3,VASP,GGA-PBE,-0.08,,,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,carbon_2d,1,0.03
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-II),2D Carbon,B,CO,VASP,GGA-PBE,-0.1,,,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.03
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-II),2D Carbon,B,CO2,VASP,GGA-PBE,-0.17,,,,,,,,,,,,,,44.009,0.9,34.1,3,0,2,carbon_2d,1,0.03
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-II),2D Carbon,B,H2O,VASP,GGA-PBE,-0.23,,,,,,,,,,,,,,18.015,-0.5,1.0,1,1,1,carbon_2d,1,0.03
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-II),2D Carbon,B,SO2,VASP,GGA-PBE,-0.27,,,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.03
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-II),2D Carbon,B,H2,VASP,GGA-PBE,-0.06,,,,,,,,,,,,,,2.016,0.0,0.0,0,0,0,carbon_2d,1,0.03
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-III),2D Carbon,B,NO,VASP,GGA-PBE,-1.23,,,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,carbon_2d,1,0.03
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-III),2D Carbon,B,NO2,VASP,GGA-PBE,-1.6,,,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,carbon_2d,1,0.03
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-III),2D Carbon,B,NH3,VASP,GGA-PBE,-0.49,,,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,carbon_2d,1,0.03
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-III),2D Carbon,B,CO,VASP,GGA-PBE,-0.03,,,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.03
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-III),2D Carbon,B,CO2,VASP,GGA-PBE,-0.19,,,,,,,,,,,,,,44.009,0.9,34.1,3,0,2,carbon_2d,1,0.03
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-III),2D Carbon,B,H2O,VASP,GGA-PBE,-0.32,,,,,,,,,,,,,,18.015,-0.5,1.0,1,1,1,carbon_2d,1,0.03
