Record_ID,DOI,Title,Authors,Journal,Year,Material,Doping,Gas,Adsorption_Energy_eV,Charge_Transfer_e,Adsorption_Distance_A,DFT_Software,Functional,Data_Source,Extraction_Notes,Source_URL
249,10.3390/molecules27103176,"Gas-Sensing Property of TM-MoTe2 Monolayer towards SO2, SOF2, and HF Gases",Multiple authors,Molecules,2022,Cu-MoTe2,Cu,SO2,-1.18,-0.316,NA,CASTEP,GGA-PBE,table,Table 2,https://doi.org/10.3390/molecules27103176
250,10.3390/molecules27103176,"Gas-Sensing Property of TM-MoTe2 Monolayer towards SO2, SOF2, and HF Gases",Multiple authors,Molecules,2022,Au-MoTe2,Au,SOF2,-0.49,-0.147,NA,CASTEP,GGA-PBE,table,Table 2,https://doi.org/10.3390/molecules27103176
251,10.3390/molecules27103176,"Gas-Sensing Property of TM-MoTe2 Monolayer towards SO2, SOF2, and HF Gases",Multiple authors,Molecules,2022,Ag-MoTe2,Ag,SOF2,-0.4,-0.158,NA,CASTEP,GGA-PBE,table,Table 2,https://doi.org/10.3390/molecules27103176
252,10.3390/molecules27103176,"Gas-Sensing Property of TM-MoTe2 Monolayer towards SO2, SOF2, and HF Gases",Multiple authors,Molecules,2022,Cu-MoTe2,Cu,SOF2,-0.6,0.077,NA,CASTEP,GGA-PBE,table,Table 2,https://doi.org/10.3390/molecules27103176
253,10.3390/molecules27103176,"Gas-Sensing Property of TM-MoTe2 Monolayer towards SO2, SOF2, and HF Gases",Multiple authors,Molecules,2022,Au-MoTe2,Au,HF,-0.23,-0.033,NA,CASTEP,GGA-PBE,table,Table 2,https://doi.org/10.3390/molecules27103176
254,10.3390/molecules27103176,"Gas-Sensing Property of TM-MoTe2 Monolayer towards SO2, SOF2, and HF Gases",Multiple authors,Molecules,2022,Ag-MoTe2,Ag,HF,-0.32,-0.007,NA,CASTEP,GGA-PBE,table,Table 2,https://doi.org/10.3390/molecules27103176
255,10.3390/molecules27103176,"Gas-Sensing Property of TM-MoTe2 Monolayer towards SO2, SOF2, and HF Gases",Multiple authors,Molecules,2022,Cu-MoTe2,Cu,HF,-0.33,0.031,NA,CASTEP,GGA-PBE,table,Table 2,https://doi.org/10.3390/molecules27103176
256,10.1186/s11671-020-03361-6,Rh-doped MoTe2 Monolayer as a Promising Candidate for Sensing and Scavenging SF6 Decomposed Species: a DFT Study,Multiple authors,Nanoscale Research Letters,2020,Rh-MoTe2,Rh,SO2,-1.65,-0.333,NA,DMol3,GGA-PBE,table,Table 1; Hirshfeld QT,https://doi.org/10.1186/s11671-020-03361-6
257,10.1186/s11671-020-03361-6,Rh-doped MoTe2 Monolayer as a Promising Candidate for Sensing and Scavenging SF6 Decomposed Species: a DFT Study,Multiple authors,Nanoscale Research Letters,2020,Rh-MoTe2,Rh,SOF2,-0.46,0.04,NA,DMol3,GGA-PBE,table,Table 1; Hirshfeld QT,https://doi.org/10.1186/s11671-020-03361-6
258,10.1186/s11671-020-03361-6,Rh-doped MoTe2 Monolayer as a Promising Candidate for Sensing and Scavenging SF6 Decomposed Species: a DFT Study,Multiple authors,Nanoscale Research Letters,2020,Rh-MoTe2,Rh,SO2F2,-2.12,-0.753,NA,DMol3,GGA-PBE,table,Table 1; Hirshfeld QT,https://doi.org/10.1186/s11671-020-03361-6
259,10.1016/j.apsusc.2020.146180,Adsorption of SO2 molecule on Ni-doped and Pd-doped graphene based on first-principle study,"Gao X, Zhou Q, Wang J, Xu L, Zeng W",Applied Surface Science,2020,Ni-doped Graphene,Ni,SO2,-4.213,-0.387,NA,CASTEP,GGA-PBE,table,Most stable configuration; conclusion text,https://doi.org/10.1016/j.apsusc.2020.146180
260,10.1016/j.apsusc.2020.146180,Adsorption of SO2 molecule on Ni-doped and Pd-doped graphene based on first-principle study,"Gao X, Zhou Q, Wang J, Xu L, Zeng W",Applied Surface Science,2020,Pd-doped Graphene,Pd,SO2,-5.779,-0.363,NA,CASTEP,GGA-PBE,table,Most stable configuration; conclusion text,https://doi.org/10.1016/j.apsusc.2020.146180
261,10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Co@Graphene,Co,O2,-3.63,NA,NA,VASP,GGA-PBE,table,Table II; TM hollow-site adatom,https://doi.org/10.1039/C4DT01401D
262,10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Co@Graphene,Co,H2O,-0.8,NA,NA,VASP,GGA-PBE,table,Table II; TM hollow-site adatom,https://doi.org/10.1039/C4DT01401D
263,10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Co@Graphene,Co,NO,-4.41,NA,NA,VASP,GGA-PBE,table,Table II; TM hollow-site adatom,https://doi.org/10.1039/C4DT01401D
264,10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Co@Graphene,Co,NO2,-3.15,NA,NA,VASP,GGA-PBE,table,Table II; TM hollow-site adatom,https://doi.org/10.1039/C4DT01401D
265,10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Co@Graphene,Co,CO,-2.46,NA,NA,VASP,GGA-PBE,table,Table II; TM hollow-site adatom,https://doi.org/10.1039/C4DT01401D
266,10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Co@Graphene,Co,NH3,-0.98,NA,NA,VASP,GGA-PBE,table,Table II; TM hollow-site adatom,https://doi.org/10.1039/C4DT01401D
267,10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Fe@Graphene,Fe,O2,-3.75,NA,NA,VASP,GGA-PBE,table,Table II; TM hollow-site adatom,https://doi.org/10.1039/C4DT01401D
268,10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Fe@Graphene,Fe,H2O,-0.77,NA,NA,VASP,GGA-PBE,table,Table II; TM hollow-site adatom,https://doi.org/10.1039/C4DT01401D
269,10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Fe@Graphene,Fe,NO,-3.93,NA,NA,VASP,GGA-PBE,table,Table II; TM hollow-site adatom,https://doi.org/10.1039/C4DT01401D
270,10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Fe@Graphene,Fe,NO2,-3.23,NA,NA,VASP,GGA-PBE,table,Table II; TM hollow-site adatom,https://doi.org/10.1039/C4DT01401D
271,10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Fe@Graphene,Fe,CO,-2.16,NA,NA,VASP,GGA-PBE,table,Table II; TM hollow-site adatom,https://doi.org/10.1039/C4DT01401D
272,10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Fe@Graphene,Fe,NH3,-1.55,NA,NA,VASP,GGA-PBE,table,Table II; TM hollow-site adatom,https://doi.org/10.1039/C4DT01401D
273,10.1140/epjb/e2012-30853-y,Sulfur dioxide adsorbed on graphene and heteroatom-doped graphene: a first-principles study,"Li C, Zhang J, Xu K, et al.",European Physical Journal B,2013,Graphene,NA,SO2,-0.012,-0.077,3.279,CASTEP,GGA-PBE,table,Table 2; Bader charge Q; Eads sign per exothermic convention,https://doi.org/10.1140/epjb/e2012-30853-y
274,10.1140/epjb/e2012-30853-y,Sulfur dioxide adsorbed on graphene and heteroatom-doped graphene: a first-principles study,"Li C, Zhang J, Xu K, et al.",European Physical Journal B,2013,B-doped Graphene,B,SO2,-0.205,-0.11,3.162,CASTEP,GGA-PBE,table,Table 2; Bader charge Q; Eads sign per exothermic convention,https://doi.org/10.1140/epjb/e2012-30853-y
275,10.1140/epjb/e2012-30853-y,Sulfur dioxide adsorbed on graphene and heteroatom-doped graphene: a first-principles study,"Li C, Zhang J, Xu K, et al.",European Physical Journal B,2013,N-doped Graphene,N,SO2,-0.172,-0.263,3.478,CASTEP,GGA-PBE,table,Table 2; Bader charge Q; Eads sign per exothermic convention,https://doi.org/10.1140/epjb/e2012-30853-y
276,10.1140/epjb/e2012-30853-y,Sulfur dioxide adsorbed on graphene and heteroatom-doped graphene: a first-principles study,"Li C, Zhang J, Xu K, et al.",European Physical Journal B,2013,Al-doped Graphene,Al,SO2,-1.262,-0.744,1.825,CASTEP,GGA-PBE,table,Table 2; Bader charge Q; Eads sign per exothermic convention,https://doi.org/10.1140/epjb/e2012-30853-y
277,10.1140/epjb/e2012-30853-y,Sulfur dioxide adsorbed on graphene and heteroatom-doped graphene: a first-principles study,"Li C, Zhang J, Xu K, et al.",European Physical Journal B,2013,Si-doped Graphene,Si,SO2,-0.902,-0.959,1.737,CASTEP,GGA-PBE,table,Table 2; Bader charge Q; Eads sign per exothermic convention,https://doi.org/10.1140/epjb/e2012-30853-y
278,10.1140/epjb/e2012-30853-y,Sulfur dioxide adsorbed on graphene and heteroatom-doped graphene: a first-principles study,"Li C, Zhang J, Xu K, et al.",European Physical Journal B,2013,Pt-doped Graphene,Pt,SO2,-1.018,-0.55,2.229,CASTEP,GGA-PBE,table,Table 2; Bader charge Q; Eads sign per exothermic convention,https://doi.org/10.1140/epjb/e2012-30853-y
279,10.1140/epjb/e2012-30853-y,Sulfur dioxide adsorbed on graphene and heteroatom-doped graphene: a first-principles study,"Li C, Zhang J, Xu K, et al.",European Physical Journal B,2013,Mn-doped Graphene,Mn,SO2,-1.729,-0.599,1.905,CASTEP,GGA-PBE,table,Table 2; Bader charge Q; Eads sign per exothermic convention,https://doi.org/10.1140/epjb/e2012-30853-y
280,10.1140/epjb/e2012-30853-y,Sulfur dioxide adsorbed on graphene and heteroatom-doped graphene: a first-principles study,"Li C, Zhang J, Xu K, et al.",European Physical Journal B,2013,Cr-doped Graphene,Cr,SO2,-1.675,-0.672,1.927,CASTEP,GGA-PBE,table,Table 2; Bader charge Q; Eads sign per exothermic convention,https://doi.org/10.1140/epjb/e2012-30853-y
281,10.1140/epjb/e2012-30853-y,Sulfur dioxide adsorbed on graphene and heteroatom-doped graphene: a first-principles study,"Li C, Zhang J, Xu K, et al.",European Physical Journal B,2013,Ag-doped Graphene,Ag,SO2,-0.968,-0.454,2.173,CASTEP,GGA-PBE,table,Table 2; Bader charge Q; Eads sign per exothermic convention,https://doi.org/10.1140/epjb/e2012-30853-y
282,10.1140/epjb/e2012-30853-y,Sulfur dioxide adsorbed on graphene and heteroatom-doped graphene: a first-principles study,"Li C, Zhang J, Xu K, et al.",European Physical Journal B,2013,Au-doped Graphene,Au,SO2,-1.284,-0.479,2.167,CASTEP,GGA-PBE,table,Table 2; Bader charge Q; Eads sign per exothermic convention,https://doi.org/10.1140/epjb/e2012-30853-y
283,10.1016/j.apsusc.2015.03.068,A first-principles study on gas sensing properties of graphene and Pd-doped graphene,"Ma L, Zhang JM, Xu KW, Ji V",Applied Surface Science,2015,Graphene,NA,CO,-0.08,0.015,3.22,VASP,GGA-PBE,table,Table in Ma et al.; CO PG also quoted in Micromachines 2025 citing [21],https://doi.org/10.1016/j.apsusc.2015.03.068
284,10.1016/j.apsusc.2015.03.068,A first-principles study on gas sensing properties of graphene and Pd-doped graphene,"Ma L, Zhang JM, Xu KW, Ji V",Applied Surface Science,2015,Pd-doped Graphene,Pd,CO,-1.05,0.155,NA,VASP,GGA-PBE,table,Table in Ma et al.; CO PG also quoted in Micromachines 2025 citing [21],https://doi.org/10.1016/j.apsusc.2015.03.068
285,10.1016/j.apsusc.2015.03.068,A first-principles study on gas sensing properties of graphene and Pd-doped graphene,"Ma L, Zhang JM, Xu KW, Ji V",Applied Surface Science,2015,Graphene,NA,NO2,-0.24,0.204,NA,VASP,GGA-PBE,table,Table in Ma et al.; CO PG also quoted in Micromachines 2025 citing [21],https://doi.org/10.1016/j.apsusc.2015.03.068
286,10.1016/j.apsusc.2015.03.068,A first-principles study on gas sensing properties of graphene and Pd-doped graphene,"Ma L, Zhang JM, Xu KW, Ji V",Applied Surface Science,2015,Pd-doped Graphene,Pd,NO2,-2.17,0.663,NA,VASP,GGA-PBE,table,Table in Ma et al.; CO PG also quoted in Micromachines 2025 citing [21],https://doi.org/10.1016/j.apsusc.2015.03.068
287,10.1039/C8TA08407F,A Janus MoSSe monolayer: a superior and strain-sensitive gas sensing material,"Jin C, Tang X, Tan X, Smith SC, Dai Y, Kou L",Journal of Materials Chemistry A,2019,Janus MoSSe,NA,O2,-0.104,0.035,3.13,VASP,GGA-PBE,table,Table S2,https://doi.org/10.1039/C8TA08407F
288,10.1039/C8TA08407F,A Janus MoSSe monolayer: a superior and strain-sensitive gas sensing material,"Jin C, Tang X, Tan X, Smith SC, Dai Y, Kou L",Journal of Materials Chemistry A,2019,Janus MoSSe,NA,O2,-0.101,0.018,3.09,VASP,GGA-PBE,table,Table S2,https://doi.org/10.1039/C8TA08407F
289,10.1039/C8TA08407F,A Janus MoSSe monolayer: a superior and strain-sensitive gas sensing material,"Jin C, Tang X, Tan X, Smith SC, Dai Y, Kou L",Journal of Materials Chemistry A,2019,Janus MoSSe,NA,NO2,-0.245,0.107,2.84,VASP,GGA-PBE,table,Table S3 monolayer,https://doi.org/10.1039/C8TA08407F
290,10.1039/C8TA08407F,A Janus MoSSe monolayer: a superior and strain-sensitive gas sensing material,"Jin C, Tang X, Tan X, Smith SC, Dai Y, Kou L",Journal of Materials Chemistry A,2019,Janus MoSSe,NA,NO2,-0.216,0.069,2.78,VASP,GGA-PBE,table,Table S3 monolayer,https://doi.org/10.1039/C8TA08407F
291,10.1039/D0RA06760A,Adsorption and sensing of CO and NH3 on chemically modified graphene surfaces,"Rani P, Shaju AC, Thomas KG",RSC Advances,2020,B-doped Graphene (1B),B,CO,-0.105,NA,3.42,VASP,GGA-PBE,table,Table 2; patterned B-doping configurations a1/c1/d1/f1,https://doi.org/10.1039/D0RA06760A
292,10.1039/D0RA06760A,Adsorption and sensing of CO and NH3 on chemically modified graphene surfaces,"Rani P, Shaju AC, Thomas KG",RSC Advances,2020,B-doped Graphene (1B),B,NH3,-0.259,NA,3.22,VASP,GGA-PBE,table,Table 2; patterned B-doping configurations a1/c1/d1/f1,https://doi.org/10.1039/D0RA06760A
293,10.1039/D0RA06760A,Adsorption and sensing of CO and NH3 on chemically modified graphene surfaces,"Rani P, Shaju AC, Thomas KG",RSC Advances,2020,B-pattern Graphene (a1),B,CO,-0.025,NA,3.59,VASP,GGA-PBE,table,Table 2; patterned B-doping configurations a1/c1/d1/f1,https://doi.org/10.1039/D0RA06760A
294,10.1039/D0RA06760A,Adsorption and sensing of CO and NH3 on chemically modified graphene surfaces,"Rani P, Shaju AC, Thomas KG",RSC Advances,2020,B-pattern Graphene (a1),B,NH3,-0.561,NA,1.67,VASP,GGA-PBE,table,Table 2; patterned B-doping configurations a1/c1/d1/f1,https://doi.org/10.1039/D0RA06760A
295,10.1039/D0RA06760A,Adsorption and sensing of CO and NH3 on chemically modified graphene surfaces,"Rani P, Shaju AC, Thomas KG",RSC Advances,2020,B-pattern Graphene (c1),B,CO,-0.028,NA,4.03,VASP,GGA-PBE,table,Table 2; patterned B-doping configurations a1/c1/d1/f1,https://doi.org/10.1039/D0RA06760A
296,10.1039/D0RA06760A,Adsorption and sensing of CO and NH3 on chemically modified graphene surfaces,"Rani P, Shaju AC, Thomas KG",RSC Advances,2020,B-pattern Graphene (c1),B,NH3,-1.021,NA,1.646,VASP,GGA-PBE,table,Table 2; patterned B-doping configurations a1/c1/d1/f1,https://doi.org/10.1039/D0RA06760A
297,10.1039/D0RA06760A,Adsorption and sensing of CO and NH3 on chemically modified graphene surfaces,"Rani P, Shaju AC, Thomas KG",RSC Advances,2020,B-pattern Graphene (d1),B,CO,-0.309,NA,3.06,VASP,GGA-PBE,table,Table 2; patterned B-doping configurations a1/c1/d1/f1,https://doi.org/10.1039/D0RA06760A
298,10.1039/D0RA06760A,Adsorption and sensing of CO and NH3 on chemically modified graphene surfaces,"Rani P, Shaju AC, Thomas KG",RSC Advances,2020,B-pattern Graphene (d1),B,NH3,-0.33,NA,3.58,VASP,GGA-PBE,table,Table 2; patterned B-doping configurations a1/c1/d1/f1,https://doi.org/10.1039/D0RA06760A
299,10.1039/D0RA06760A,Adsorption and sensing of CO and NH3 on chemically modified graphene surfaces,"Rani P, Shaju AC, Thomas KG",RSC Advances,2020,B-pattern Graphene (f1),B,CO,-0.291,NA,3.14,VASP,GGA-PBE,table,Table 2; patterned B-doping configurations a1/c1/d1/f1,https://doi.org/10.1039/D0RA06760A
300,10.1039/D0RA06760A,Adsorption and sensing of CO and NH3 on chemically modified graphene surfaces,"Rani P, Shaju AC, Thomas KG",RSC Advances,2020,B-pattern Graphene (f1),B,NH3,-1.047,NA,1.64,VASP,GGA-PBE,table,Table 2; patterned B-doping configurations a1/c1/d1/f1,https://doi.org/10.1039/D0RA06760A
301,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Cu-substituted MoS2,Cu,H2,-0.45,0.02,NA,VASP,GGA-PBE,table,Table 1; single coinage substitutional defect,https://doi.org/10.3390/ijms241210284
302,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Cu-substituted MoS2,Cu,O2,-1.07,-0.5,NA,VASP,GGA-PBE,table,Table 1; single coinage substitutional defect,https://doi.org/10.3390/ijms241210284
303,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Cu-substituted MoS2,Cu,N2,-0.66,-0.09,NA,VASP,GGA-PBE,table,Table 1; single coinage substitutional defect,https://doi.org/10.3390/ijms241210284
304,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Cu-substituted MoS2,Cu,CO,-1.24,-0.1,NA,VASP,GGA-PBE,table,Table 1; single coinage substitutional defect,https://doi.org/10.3390/ijms241210284
305,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Cu-substituted MoS2,Cu,NO,-1.44,-0.28,NA,VASP,GGA-PBE,table,Table 1; single coinage substitutional defect,https://doi.org/10.3390/ijms241210284
306,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Ag-substituted MoS2,Ag,H2,-0.27,0.05,NA,VASP,GGA-PBE,table,Table 1; single coinage substitutional defect,https://doi.org/10.3390/ijms241210284
307,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Ag-substituted MoS2,Ag,O2,-0.57,-0.42,NA,VASP,GGA-PBE,table,Table 1; single coinage substitutional defect,https://doi.org/10.3390/ijms241210284
308,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Ag-substituted MoS2,Ag,N2,-0.33,-0.02,NA,VASP,GGA-PBE,table,Table 1; single coinage substitutional defect,https://doi.org/10.3390/ijms241210284
309,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Ag-substituted MoS2,Ag,CO,-0.77,-0.01,NA,VASP,GGA-PBE,table,Table 1; single coinage substitutional defect,https://doi.org/10.3390/ijms241210284
310,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Ag-substituted MoS2,Ag,NO,-0.35,-0.19,NA,VASP,GGA-PBE,table,Table 1; single coinage substitutional defect,https://doi.org/10.3390/ijms241210284
311,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Au-substituted MoS2,Au,H2,-0.23,0.06,NA,VASP,GGA-PBE,table,Table 1; single coinage substitutional defect,https://doi.org/10.3390/ijms241210284
312,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Au-substituted MoS2,Au,O2,-0.51,-0.4,NA,VASP,GGA-PBE,table,Table 1; single coinage substitutional defect,https://doi.org/10.3390/ijms241210284
313,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Au-substituted MoS2,Au,N2,-0.29,-0.02,NA,VASP,GGA-PBE,table,Table 1; single coinage substitutional defect,https://doi.org/10.3390/ijms241210284
314,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Au-substituted MoS2,Au,CO,-0.13,0.0,NA,VASP,GGA-PBE,table,Table 1; single coinage substitutional defect,https://doi.org/10.3390/ijms241210284
315,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Au-substituted MoS2,Au,NO,-0.11,-0.25,NA,VASP,GGA-PBE,table,Table 1; single coinage substitutional defect,https://doi.org/10.3390/ijms241210284
316,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Cu2-substituted MoS2,Cu,H2,-0.395,0.03,NA,VASP,GGA-PBE,table,Table 2; dual coinage substitutional defects,https://doi.org/10.3390/ijms241210284
317,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Cu2-substituted MoS2,Cu,O2,-1.65,-0.85,NA,VASP,GGA-PBE,table,Table 2; dual coinage substitutional defects,https://doi.org/10.3390/ijms241210284
318,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Cu2-substituted MoS2,Cu,N2,-0.66,-0.12,NA,VASP,GGA-PBE,table,Table 2; dual coinage substitutional defects,https://doi.org/10.3390/ijms241210284
319,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Cu2-substituted MoS2,Cu,CO,-1.31,-0.12,NA,VASP,GGA-PBE,table,Table 2; dual coinage substitutional defects,https://doi.org/10.3390/ijms241210284
320,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Cu2-substituted MoS2,Cu,NO,-1.69,-0.51,NA,VASP,GGA-PBE,table,Table 2; dual coinage substitutional defects,https://doi.org/10.3390/ijms241210284
321,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Ag2-substituted MoS2,Ag,H2,-0.23,0.04,NA,VASP,GGA-PBE,table,Table 2; dual coinage substitutional defects,https://doi.org/10.3390/ijms241210284
322,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Ag2-substituted MoS2,Ag,O2,-0.97,-0.6,NA,VASP,GGA-PBE,table,Table 2; dual coinage substitutional defects,https://doi.org/10.3390/ijms241210284
323,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Ag2-substituted MoS2,Ag,N2,-0.32,-0.02,NA,VASP,GGA-PBE,table,Table 2; dual coinage substitutional defects,https://doi.org/10.3390/ijms241210284
324,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Ag2-substituted MoS2,Ag,CO,-0.8,-0.03,NA,VASP,GGA-PBE,table,Table 2; dual coinage substitutional defects,https://doi.org/10.3390/ijms241210284
325,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Ag2-substituted MoS2,Ag,NO,-0.93,-0.25,NA,VASP,GGA-PBE,table,Table 2; dual coinage substitutional defects,https://doi.org/10.3390/ijms241210284
326,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Au2-substituted MoS2,Au,H2,-0.22,0.06,NA,VASP,GGA-PBE,table,Table 2; dual coinage substitutional defects,https://doi.org/10.3390/ijms241210284
327,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Au2-substituted MoS2,Au,O2,-0.96,-0.71,NA,VASP,GGA-PBE,table,Table 2; dual coinage substitutional defects,https://doi.org/10.3390/ijms241210284
328,10.3390/ijms241210284,Substitutional Coinage Metals as Promising Defects for Adsorption and Detection of Gases on MoS2 Monolayers,"Gutierrez-Rodriguez J, Castro M, Nieto-Jalil JM, et al.",International Journal of Molecular Sciences,2023,Au2-substituted MoS2,Au,N2,-0.26,-0.02,NA,VASP,GGA-PBE,table,Table 2; dual coinage substitutional defects,https://doi.org/10.3390/ijms241210284
