material,Eg_eV,chi_eV,role,chi_source
KNbKSbO6,3.900486075,3.596,absorber,ml_plus_family_prior
KNbLaAlO6,4.47746793,3.543,absorber,ml_plus_family_prior
KNbLaGaO6,4.812455616,3.5646,absorber,ml_plus_family_prior
KNbLaInO6,4.894367785,3.5574,absorber,ml_plus_family_prior
KNbLiNbO6,3.190324442,3.6544,absorber,ml_plus_family_prior
KNbMgTiO6,4.020037277,3.5347,absorber,ml_plus_family_prior
KNbMgZrO6,4.95899481,3.5429,absorber,ml_plus_family_prior
KNbNaNbO6,3.160753757,3.6515,absorber,ml_plus_family_prior
KNbNaSbO6,4.204154377,3.5737,absorber,ml_plus_family_prior
KNbPbTiO6,3.505501913,3.6893,absorber,ml_plus_family_prior
KNbRbNbO6,3.346984265,3.7066,absorber,ml_plus_family_prior
KNbSnTiO6,2.80800255,3.8528,absorber,ml_plus_family_prior
KNbSrGeO6,4.449250085,3.571,absorber,ml_plus_family_prior
KNbSrSiO6,3.980946504,3.5531,absorber,ml_plus_family_prior
KNbSrSnO6,4.96090882,3.5901,absorber,ml_plus_family_prior
KNbSrTiO6,3.452977088,3.6847,absorber,ml_plus_family_prior
KNbTlNbO6,1.839635631,3.854,absorber,ml_plus_family_prior
KNbYAlO6,4.7281547,3.5434,absorber,ml_plus_family_prior
KSbAgNbO6,3.905838936,3.596,absorber,ml_plus_family_prior
KSbBaTiO6,3.721262439,3.5932,absorber,ml_plus_family_prior
KSbCaGeO6,1.882994929,3.8177,absorber,ml_plus_family_prior
KSbCaSiO6,2.732953318,3.807,absorber,ml_plus_family_prior
KSbCaSnO6,2.713900428,3.834,absorber,ml_plus_family_prior
KSbCaTiO6,4.271677539,3.5703,absorber,ml_plus_family_prior
KSbGaNbO6,1.968260223,3.7606,absorber,ml_plus_family_prior
KSbLaAlO6,4.319046481,3.5508,absorber,ml_plus_family_prior
KSbLaGaO6,2.751327197,3.6973,absorber,ml_plus_family_prior
KSbLaInO6,3.368820572,3.7062,absorber,ml_plus_family_prior
KSbLiNbO6,4.305385483,3.5779,absorber,ml_plus_family_prior
KSbLiVO6,1.895420667,3.7924,absorber,ml_plus_family_prior
KSbMgTiO6,4.604765276,3.5476,absorber,ml_plus_family_prior
KSbMgZrO6,5.774517555,3.5172,absorber,ml_plus_family_prior
KSbNaNbO6,4.209344679,3.5737,absorber,ml_plus_family_prior
KSbNaVO6,1.877171235,3.7965,absorber,ml_plus_family_prior
KSbPbTiO6,3.967764744,3.5723,absorber,ml_plus_family_prior
KSbRbNbO6,3.689934172,3.5943,absorber,ml_plus_family_prior
KSbSnHfO6,4.021699995,3.5894,absorber,ml_plus_family_prior
KSbSnTiO6,3.131082711,3.6676,absorber,ml_plus_family_prior
KSbSrSiO6,2.212024856,3.792,absorber,ml_plus_family_prior
KSbSrSnO6,1.629370353,3.8751,absorber,ml_plus_family_prior
KSbSrTiO6,4.049643271,3.5554,absorber,ml_plus_family_prior
KSbTlNbO6,1.75729976,3.8335,absorber,ml_plus_family_prior
KSbYAlO6,4.558409892,3.5421,absorber,ml_plus_family_prior
KTaAgNbO6,3.433225646,3.6895,absorber,ml_plus_family_prior
KTaAgTaO6,3.966798043,3.5725,absorber,ml_plus_family_prior
KTaBaSnO6,5.196457856,3.5914,absorber,ml_plus_family_prior
KTaBaTiO6,3.753540391,3.5931,absorber,ml_plus_family_prior
KTaCaGeO6,5.429801846,3.569,absorber,ml_plus_family_prior
KTaCaHfO6,5.46520753,3.5652,absorber,ml_plus_family_prior
KTaCaSiO6,5.106337532,3.5685,absorber,ml_plus_family_prior
KTaCaSnO6,5.221454507,3.5912,absorber,ml_plus_family_prior
KTaCaTiO6,4.251020823,3.5703,absorber,ml_plus_family_prior
KTaCaZrO6,5.396139557,3.5693,absorber,ml_plus_family_prior
KTaCsNbO6,3.294911002,3.7061,absorber,ml_plus_family_prior
KTaCsVO6,2.274588477,3.8186,absorber,ml_plus_family_prior
KTaGaNbO6,1.72329943,3.8449,absorber,ml_plus_family_prior
KTaGaTaO6,2.210934079,3.7457,absorber,ml_plus_family_prior
KTaKNbO6,3.448861519,3.6861,absorber,ml_plus_family_prior
KTaKSbO6,4.372567795,3.5779,absorber,ml_plus_family_prior
KTaLaAlO6,5.379821007,3.5375,absorber,ml_plus_family_prior
KTaLaGaO6,5.70532802,3.5249,absorber,ml_plus_family_prior
KTaLaInO6,5.816215972,3.5338,absorber,ml_plus_family_prior
KTaLaScO6,5.649467495,3.5244,absorber,ml_plus_family_prior
KTaLiNbO6,3.572560671,3.5966,absorber,ml_plus_family_prior
KTaLiTaO6,4.13821904,3.5768,absorber,ml_plus_family_prior
KTaLiVO6,2.301864217,3.8134,absorber,ml_plus_family_prior
KTaMgTiO6,5.203062127,3.5384,absorber,ml_plus_family_prior
KTaMgZrO6,5.499681919,3.5467,absorber,ml_plus_family_prior
KTaNaNbO6,3.540818105,3.6472,absorber,ml_plus_family_prior
KTaNaSbO6,4.710700726,3.5677,absorber,ml_plus_family_prior
KTaNaTaO6,4.105232239,3.5768,absorber,ml_plus_family_prior
KTaNaVO6,1.977986049,3.841,absorber,ml_plus_family_prior
KTaPbHfO6,5.212113424,3.5659,absorber,ml_plus_family_prior
KTaPbTiO6,3.929727131,3.5729,absorber,ml_plus_family_prior
KTaPbZrO6,5.116273478,3.5787,absorber,ml_plus_family_prior
KTaRbNbO6,3.385510444,3.704,absorber,ml_plus_family_prior
KTaRbTaO6,3.939485875,3.5724,absorber,ml_plus_family_prior
KTaSnHfO6,4.123323475,3.6054,absorber,ml_plus_family_prior
KTaSnTiO6,3.196291471,3.6747,absorber,ml_plus_family_prior
KTaSnZrO6,4.092547044,3.5919,absorber,ml_plus_family_prior
KTaSrGeO6,5.134653758,3.5756,absorber,ml_plus_family_prior
KTaSrHfO6,5.157179336,3.5629,absorber,ml_plus_family_prior
KTaSrSiO6,5.004405535,3.5564,absorber,ml_plus_family_prior
KTaSrSnO6,5.550200753,3.5576,absorber,ml_plus_family_prior
KTaSrTiO6,3.877403015,3.5936,absorber,ml_plus_family_prior
KTaSrZrO6,5.061804247,3.576,absorber,ml_plus_family_prior
KTaTlNbO6,1.760505571,3.8806,absorber,ml_plus_family_prior
KTaTlTaO6,2.244292146,3.8339,absorber,ml_plus_family_prior
KTaYAlO6,5.733834897,3.5066,absorber,ml_plus_family_prior
LaAlLaGaO6,6.766541856,3.5079,absorber,ml_plus_family_prior
LaAlLaInO6,6.523672765,3.5195,absorber,ml_plus_family_prior
LaAlMgTiO6,5.189103214,3.5187,absorber,ml_plus_family_prior
LaAlSnTiO6,3.452664382,3.6433,absorber,ml_plus_family_prior
LaAlYAlO6,7.493232168,3.4637,absorber,ml_plus_family_prior
LaGaLaInO6,5.0911409,3.5646,absorber,ml_plus_family_prior
LaGaMgTiO6,5.244393485,3.5345,absorber,ml_plus_family_prior
LaGaSnTiO6,4.003966794,3.5859,absorber,ml_plus_family_prior
LaGaYAlO6,6.95217569,3.4637,absorber,ml_plus_family_prior
LaInMgTiO6,5.177625765,3.5374,absorber,ml_plus_family_prior
LaInSnTiO6,3.324618535,3.7142,absorber,ml_plus_family_prior
LaInYAlO6,6.125274178,3.5195,absorber,ml_plus_family_prior
LaScAgNbO6,4.33272259,3.5779,absorber,ml_plus_family_prior
LaScAgTaO6,5.009320756,3.561,absorber,ml_plus_family_prior
LaScBaSnO6,6.787878886,3.5477,absorber,ml_plus_family_prior
LaScBaTiO6,5.052614065,3.5702,absorber,ml_plus_family_prior
LaScCaGeO6,7.230272945,3.4792,absorber,ml_plus_family_prior
LaScCaSiO6,7.136365745,3.4729,absorber,ml_plus_family_prior
LaScCaSnO6,6.652121121,3.5642,absorber,ml_plus_family_prior
LaScCaTiO6,5.360804586,3.5614,absorber,ml_plus_family_prior
LaScCsNbO6,4.414961176,3.5784,absorber,ml_plus_family_prior
LaScCsVO6,2.104586049,3.8011,absorber,ml_plus_family_prior
LaScGaNbO6,2.439044072,3.6835,absorber,ml_plus_family_prior
LaScInNbO6,1.623070352,3.8232,absorber,ml_plus_family_prior
LaScKNbO6,4.819276462,3.5691,absorber,ml_plus_family_prior
LaScKSbO6,5.827808786,3.5338,absorber,ml_plus_family_prior
LaScLaAlO6,6.066795195,3.5201,absorber,ml_plus_family_prior
LaScLaGaO6,6.065509156,3.5389,absorber,ml_plus_family_prior
LaScLaInO6,6.687201247,3.5364,absorber,ml_plus_family_prior
LaScLiNbO6,4.815912181,3.5691,absorber,ml_plus_family_prior
LaScLiTaO6,5.566786019,3.5323,absorber,ml_plus_family_prior
LaScLiVO6,2.829679604,3.7435,absorber,ml_plus_family_prior
LaScMgTiO6,5.328311049,3.5397,absorber,ml_plus_family_prior
LaScMgZrO6,7.318121814,3.4516,absorber,ml_plus_family_prior
LaScNaNbO6,4.961520789,3.5605,absorber,ml_plus_family_prior
LaScNaSbO6,6.025996426,3.5386,absorber,ml_plus_family_prior
LaScNaVO6,2.340322481,3.8057,absorber,ml_plus_family_prior
LaScPbHfO6,5.582233225,3.5358,absorber,ml_plus_family_prior
LaScPbTiO6,5.02202552,3.5614,absorber,ml_plus_family_prior
LaScPbZrO6,5.69255743,3.5343,absorber,ml_plus_family_prior
LaScRbNbO6,4.729214611,3.5677,absorber,ml_plus_family_prior
LaScSnHfO6,5.144975193,3.6013,absorber,ml_plus_family_prior
LaScSnTiO6,3.53219192,3.6637,absorber,ml_plus_family_prior
LaScSnZrO6,5.033477645,3.605,absorber,ml_plus_family_prior
LaScSrGeO6,7.046287532,3.4773,absorber,ml_plus_family_prior
LaScSrHfO6,7.331300549,3.4723,absorber,ml_plus_family_prior
LaScSrSiO6,7.056130171,3.4711,absorber,ml_plus_family_prior
LaScSrSnO6,6.589774789,3.5628,absorber,ml_plus_family_prior
LaScSrTiO6,5.102706272,3.5694,absorber,ml_plus_family_prior
LaScSrZrO6,7.093181861,3.4784,absorber,ml_plus_family_prior
LaScTlNbO6,2.938221938,3.6484,absorber,ml_plus_family_prior
LaScTlTaO6,3.672398617,3.595,absorber,ml_plus_family_prior
LaScYAlO6,7.503217509,3.4637,absorber,ml_plus_family_prior
LBSO,3.12,4.4,etl,literature_SCAPS
LiNbAgNbO6,3.196015637,3.6584,absorber,ml_plus_family_prior
LiNbCaGeO6,4.659391641,3.5726,absorber,ml_plus_family_prior
LiNbCaSiO6,4.303741955,3.5735,absorber,ml_plus_family_prior
LiNbCaSnO6,4.816024988,3.5973,absorber,ml_plus_family_prior
LiNbCaTiO6,3.647495276,3.5919,absorber,ml_plus_family_prior
LiNbLaAlO6,4.578444546,3.543,absorber,ml_plus_family_prior
LiNbLaGaO6,4.680252029,3.5637,absorber,ml_plus_family_prior
LiNbLaInO6,4.789109121,3.5668,absorber,ml_plus_family_prior
LiNbMgTiO6,5.184540584,3.5384,absorber,ml_plus_family_prior
LiNbSnTiO6,2.791704414,3.8546,absorber,ml_plus_family_prior
LiNbSrGeO6,4.595673331,3.5735,absorber,ml_plus_family_prior
LiNbSrSnO6,5.081040725,3.6026,absorber,ml_plus_family_prior
LiNbYAlO6,5.004391786,3.5357,absorber,ml_plus_family_prior
LiTaAgNbO6,3.554134478,3.5966,absorber,ml_plus_family_prior
LiTaAgTaO6,4.076533852,3.5575,absorber,ml_plus_family_prior
LiTaBaSnO6,5.588445276,3.5576,absorber,ml_plus_family_prior
LiTaBaTiO6,3.879725309,3.5936,absorber,ml_plus_family_prior
LiTaCaGeO6,5.709269761,3.5308,absorber,ml_plus_family_prior
LiTaCaHfO6,5.736424391,3.5257,absorber,ml_plus_family_prior
LiTaCaSiO6,5.329736032,3.5598,absorber,ml_plus_family_prior
LiTaCaSnO6,5.380446883,3.5935,absorber,ml_plus_family_prior
LiTaCaTiO6,4.095229431,3.5554,absorber,ml_plus_family_prior
LiTaCsNbO6,3.395525567,3.7003,absorber,ml_plus_family_prior
LiTaCsVO6,2.599914523,3.7855,absorber,ml_plus_family_prior
LiTaGaNbO6,1.730549506,3.8416,absorber,ml_plus_family_prior
LiTaGaTaO6,2.22363242,3.7457,absorber,ml_plus_family_prior
LiTaKNbO6,3.572092108,3.5966,absorber,ml_plus_family_prior
LiTaKSbO6,4.815169799,3.5691,absorber,ml_plus_family_prior
LiTaLaAlO6,5.475204549,3.5375,absorber,ml_plus_family_prior
LiTaLaGaO6,5.800399131,3.5346,absorber,ml_plus_family_prior
LiTaLaInO6,5.462839196,3.5629,absorber,ml_plus_family_prior
LiTaLiNbO6,3.784446853,3.5967,absorber,ml_plus_family_prior
LiTaLiVO6,2.046245105,3.825,absorber,ml_plus_family_prior
LiTaMgTiO6,5.556495063,3.5095,absorber,ml_plus_family_prior
LiTaMgZrO6,6.196617848,3.5207,absorber,ml_plus_family_prior
LiTaNaNbO6,3.680948662,3.595,absorber,ml_plus_family_prior
LiTaNaSbO6,5.200533194,3.5619,absorber,ml_plus_family_prior
LiTaNaTaO6,4.252210484,3.5737,absorber,ml_plus_family_prior
LiTaNaVO6,2.545787213,3.7801,absorber,ml_plus_family_prior
LiTaPbHfO6,5.216893252,3.5659,absorber,ml_plus_family_prior
LiTaPbTiO6,4.072581019,3.5578,absorber,ml_plus_family_prior
LiTaPbZrO6,5.087064944,3.5801,absorber,ml_plus_family_prior
LiTaRbNbO6,3.510160202,3.6894,absorber,ml_plus_family_prior
LiTaSnHfO6,4.033662859,3.5894,absorber,ml_plus_family_prior
LiTaSnTiO6,3.193104076,3.6706,absorber,ml_plus_family_prior
LiTaSnZrO6,4.001917779,3.5928,absorber,ml_plus_family_prior
LiTaSrGeO6,5.630547119,3.5295,absorber,ml_plus_family_prior
LiTaSrHfO6,5.270828814,3.5623,absorber,ml_plus_family_prior
LiTaSrSiO6,5.238077372,3.5566,absorber,ml_plus_family_prior
LiTaSrSnO6,5.96871878,3.5617,absorber,ml_plus_family_prior
LiTaSrTiO6,4.014617303,3.5554,absorber,ml_plus_family_prior
LiTaTlNbO6,1.757873497,3.8806,absorber,ml_plus_family_prior
LiTaTlTaO6,2.248528162,3.8339,absorber,ml_plus_family_prior
LiTaYAlO6,6.007036608,3.52,absorber,ml_plus_family_prior
LiVAgNbO6,2.152959222,3.8158,absorber,ml_plus_family_prior
LiVCaGeO6,2.638234338,3.8317,absorber,ml_plus_family_prior
LiVCaSiO6,1.748630683,3.8731,absorber,ml_plus_family_prior
LiVCaSnO6,2.241717159,3.8376,absorber,ml_plus_family_prior
LiVCaTiO6,3.037879554,3.6333,absorber,ml_plus_family_prior
LiVCsNbO6,2.733391795,3.826,absorber,ml_plus_family_prior
LiVKNbO6,2.205816478,3.8176,absorber,ml_plus_family_prior
LiVLaAlO6,2.385917639,3.6502,absorber,ml_plus_family_prior
LiVLaGaO6,2.399066466,3.7064,absorber,ml_plus_family_prior
LiVLaInO6,2.757312288,3.807,absorber,ml_plus_family_prior
LiVLiNbO6,2.293919511,3.8153,absorber,ml_plus_family_prior
LiVMgTiO6,3.316236372,3.6938,absorber,ml_plus_family_prior
LiVRbNbO6,2.267615615,3.8181,absorber,ml_plus_family_prior
LiVSnTiO6,0.814423789,3.9494,absorber,ml_plus_family_prior
LiVSrSnO6,2.206413884,3.838,absorber,ml_plus_family_prior
LiVTlNbO6,0.371308878,3.9209,absorber,ml_plus_family_prior
LiVYAlO6,2.263499247,3.6581,absorber,ml_plus_family_prior
MEH-PPV,2.1,2.8,htl,literature_SCAPS
MgTiSnTiO6,2.321158509,3.8498,absorber,ml_plus_family_prior
MgTiYAlO6,5.332891749,3.5193,absorber,ml_plus_family_prior
MgZrAgNbO6,4.547511185,3.5489,absorber,ml_plus_family_prior
MgZrAgTaO6,4.931917058,3.5418,absorber,ml_plus_family_prior
MgZrCaGeO6,6.476064938,3.5279,absorber,ml_plus_family_prior
MgZrCaSiO6,7.780486817,3.4539,absorber,ml_plus_family_prior
MgZrCaSnO6,6.514943947,3.5464,absorber,ml_plus_family_prior
MgZrCaTiO6,5.92861799,3.5192,absorber,ml_plus_family_prior
MgZrInTaO6,2.058860702,3.7624,absorber,ml_plus_family_prior
MgZrLaAlO6,7.244306501,3.449,absorber,ml_plus_family_prior
MgZrLaGaO6,6.972198503,3.4528,absorber,ml_plus_family_prior
MgZrLaInO6,6.202966753,3.519,absorber,ml_plus_family_prior
MgZrLiNbO6,5.014033707,3.543,absorber,ml_plus_family_prior
MgZrLiVO6,3.388074816,3.6912,absorber,ml_plus_family_prior
MgZrMgTiO6,5.855148192,3.5171,absorber,ml_plus_family_prior
MgZrNaNbO6,5.722109937,3.5073,absorber,ml_plus_family_prior
MgZrNaSbO6,5.816665475,3.5172,absorber,ml_plus_family_prior
MgZrNaVO6,3.175799158,3.6405,absorber,ml_plus_family_prior
MgZrPbHfO6,5.131563185,3.5565,absorber,ml_plus_family_prior
MgZrPbTiO6,4.57721179,3.5496,absorber,ml_plus_family_prior
MgZrPbZrO6,5.703907938,3.5107,absorber,ml_plus_family_prior
MgZrRbNbO6,5.208754396,3.5452,absorber,ml_plus_family_prior
MgZrSnHfO6,4.845414529,3.581,absorber,ml_plus_family_prior
MgZrSnTiO6,3.285225476,3.7055,absorber,ml_plus_family_prior
MgZrSnZrO6,4.79223757,3.5787,absorber,ml_plus_family_prior
MgZrSrGeO6,5.950811102,3.5247,absorber,ml_plus_family_prior
MgZrSrSiO6,7.353328806,3.4514,absorber,ml_plus_family_prior
MgZrSrSnO6,6.360185946,3.5443,absorber,ml_plus_family_prior
MgZrSrTiO6,5.734546456,3.5055,absorber,ml_plus_family_prior
MgZrTlNbO6,3.544579097,3.6334,absorber,ml_plus_family_prior
MgZrTlTaO6,4.248901231,3.5557,absorber,ml_plus_family_prior
MgZrYAlO6,7.555574901,3.449,absorber,ml_plus_family_prior
MoO3,3.0,2.3,htl,literature_SCAPS
MoS2,1.29,4.2,htl,literature_SCAPS
MWCNTs,1.55,3.64,htl,literature_SCAPS
N_b,6.01,2.67,monolayer,literature_HSE06_monolayer
NaNbAgNbO6,3.139328058,3.6527,absorber,ml_plus_family_prior
NaNbCaGeO6,4.62174398,3.5738,absorber,ml_plus_family_prior
NaNbCaSiO6,4.24087257,3.5695,absorber,ml_plus_family_prior
NaNbCaSnO6,4.925651545,3.5882,absorber,ml_plus_family_prior
NaNbCaTiO6,4.451940278,3.563,absorber,ml_plus_family_prior
NaNbLaAlO6,4.557970413,3.543,absorber,ml_plus_family_prior
NaNbLaGaO6,4.913052241,3.5539,absorber,ml_plus_family_prior
NaNbLaInO6,5.013442147,3.5597,absorber,ml_plus_family_prior
NaNbLiNbO6,3.659244615,3.5968,absorber,ml_plus_family_prior
NaNbLiVO6,2.760541559,3.8248,absorber,ml_plus_family_prior
NaNbMgTiO6,5.159811711,3.5384,absorber,ml_plus_family_prior
NaNbNaSbO6,4.537857987,3.5655,absorber,ml_plus_family_prior
NaNbNaVO6,2.744136121,3.826,absorber,ml_plus_family_prior
NaNbSnTiO6,2.796893306,3.8546,absorber,ml_plus_family_prior
NaNbSrGeO6,4.563114357,3.5701,absorber,ml_plus_family_prior
NaNbSrSiO6,4.111084921,3.5716,absorber,ml_plus_family_prior
NaNbSrSnO6,5.055755556,3.6026,absorber,ml_plus_family_prior
NaNbSrTiO6,3.546993655,3.644,absorber,ml_plus_family_prior
NaNbYAlO6,4.904866831,3.5333,absorber,ml_plus_family_prior
NaSbAgNbO6,4.154201606,3.5768,absorber,ml_plus_family_prior
NaSbCaGeO6,2.826551875,3.7387,absorber,ml_plus_family_prior
NaSbCaSiO6,3.831576869,3.59,absorber,ml_plus_family_prior
NaSbCaSnO6,3.14998536,3.6706,absorber,ml_plus_family_prior
NaSbCaTiO6,4.569549916,3.563,absorber,ml_plus_family_prior
NaSbLaAlO6,4.720018949,3.5425,absorber,ml_plus_family_prior
NaSbLaGaO6,3.114709108,3.621,absorber,ml_plus_family_prior
NaSbLaInO6,3.909197233,3.5923,absorber,ml_plus_family_prior
NaSbLiNbO6,4.652893468,3.5677,absorber,ml_plus_family_prior
NaSbLiVO6,2.521096508,3.75,absorber,ml_plus_family_prior
NaSbMgTiO6,4.316566414,3.5536,absorber,ml_plus_family_prior
NaSbNaVO6,1.933565235,3.7997,absorber,ml_plus_family_prior
NaSbSnTiO6,3.277038807,3.7043,absorber,ml_plus_family_prior
NaSbSrGeO6,2.10329495,3.78,absorber,ml_plus_family_prior
NaSbSrSiO6,2.87021297,3.6487,absorber,ml_plus_family_prior
NaSbSrSnO6,2.010337533,3.8294,absorber,ml_plus_family_prior
NaSbSrTiO6,4.337563243,3.5748,absorber,ml_plus_family_prior
NaSbYAlO6,5.345071995,3.5366,absorber,ml_plus_family_prior
NaTaAgNbO6,3.523243739,3.6894,absorber,ml_plus_family_prior
NaTaAgTaO6,4.048614558,3.5585,absorber,ml_plus_family_prior
NaTaBaSnO6,5.488531427,3.5932,absorber,ml_plus_family_prior
NaTaBaTiO6,3.851203471,3.5936,absorber,ml_plus_family_prior
NaTaCaGeO6,5.672504696,3.5305,absorber,ml_plus_family_prior
NaTaCaSiO6,5.285961533,3.5598,absorber,ml_plus_family_prior
NaTaCaSnO6,5.618239319,3.5501,absorber,ml_plus_family_prior
NaTaCaTiO6,4.063019945,3.5539,absorber,ml_plus_family_prior
NaTaCsNbO6,3.37538625,3.702,absorber,ml_plus_family_prior
NaTaCsVO6,2.363009793,3.8091,absorber,ml_plus_family_prior
NaTaGaNbO6,1.730621385,3.8416,absorber,ml_plus_family_prior
NaTaGaTaO6,2.222919423,3.7457,absorber,ml_plus_family_prior
NaTaKNbO6,3.540237672,3.6472,absorber,ml_plus_family_prior
NaTaKSbO6,4.704438422,3.5677,absorber,ml_plus_family_prior
NaTaLaAlO6,5.463483714,3.5375,absorber,ml_plus_family_prior
NaTaLaGaO6,5.783047389,3.5346,absorber,ml_plus_family_prior
NaTaLaInO6,5.796447733,3.5338,absorber,ml_plus_family_prior
NaTaLaScO6,5.81349461,3.5344,absorber,ml_plus_family_prior
NaTaLiNbO6,3.680629719,3.595,absorber,ml_plus_family_prior
NaTaLiVO6,2.329410389,3.8057,absorber,ml_plus_family_prior
NaTaMgTiO6,5.507143417,3.5399,absorber,ml_plus_family_prior
NaTaMgZrO6,6.569568849,3.5207,absorber,ml_plus_family_prior
NaTaNaNbO6,3.647117014,3.5952,absorber,ml_plus_family_prior
NaTaNaSbO6,5.074337872,3.573,absorber,ml_plus_family_prior
NaTaNaVO6,2.169068677,3.8158,absorber,ml_plus_family_prior
NaTaPbHfO6,5.305299178,3.568,absorber,ml_plus_family_prior
NaTaPbTiO6,4.039463554,3.5588,absorber,ml_plus_family_prior
NaTaPbZrO6,5.216403865,3.57,absorber,ml_plus_family_prior
NaTaRbNbO6,3.480014569,3.692,absorber,ml_plus_family_prior
NaTaSnHfO6,3.914535872,3.6275,absorber,ml_plus_family_prior
NaTaSnTiO6,3.195873205,3.6747,absorber,ml_plus_family_prior
NaTaSnZrO6,3.898925658,3.6291,absorber,ml_plus_family_prior
NaTaSrGeO6,5.506571885,3.5688,absorber,ml_plus_family_prior
NaTaSrHfO6,5.245269065,3.5623,absorber,ml_plus_family_prior
NaTaSrSiO6,5.199998746,3.5572,absorber,ml_plus_family_prior
NaTaSrSnO6,5.861567096,3.561,absorber,ml_plus_family_prior
NaTaSrTiO6,3.984039403,3.5551,absorber,ml_plus_family_prior
NaTaSrZrO6,5.150326621,3.567,absorber,ml_plus_family_prior
NaTaTlNbO6,1.759992136,3.8806,absorber,ml_plus_family_prior
NaTaTlTaO6,2.248121897,3.8339,absorber,ml_plus_family_prior
NaTaYAlO6,5.979767534,3.5194,absorber,ml_plus_family_prior
NaVAgNbO6,2.024041846,3.8362,absorber,ml_plus_family_prior
NaVCaGeO6,2.040410527,3.8427,absorber,ml_plus_family_prior
NaVCaSiO6,1.556374115,3.8783,absorber,ml_plus_family_prior
NaVCaSnO6,2.198835873,3.8372,absorber,ml_plus_family_prior
NaVCaTiO6,2.748175665,3.8326,absorber,ml_plus_family_prior
NaVKNbO6,2.30764797,3.8134,absorber,ml_plus_family_prior
NaVLaAlO6,2.104043702,3.6227,absorber,ml_plus_family_prior
NaVLaGaO6,2.327056312,3.7121,absorber,ml_plus_family_prior
NaVLaInO6,2.544322997,3.7642,absorber,ml_plus_family_prior
NaVLiNbO6,2.81010926,3.8159,absorber,ml_plus_family_prior
NaVLiVO6,1.782964202,3.8659,absorber,ml_plus_family_prior
NaVMgTiO6,2.975484912,3.6339,absorber,ml_plus_family_prior
NaVRbNbO6,2.345476269,3.8057,absorber,ml_plus_family_prior
NaVSnTiO6,0.833213251,3.9433,absorber,ml_plus_family_prior
NaVSrGeO6,1.851035372,3.8484,absorber,ml_plus_family_prior
NaVSrSiO6,1.548547901,3.8783,absorber,ml_plus_family_prior
NaVSrSnO6,2.194622653,3.838,absorber,ml_plus_family_prior
NaVSrTiO6,2.053965934,3.8324,absorber,ml_plus_family_prior
NaVTlNbO6,0.48533037,3.9221,absorber,ml_plus_family_prior
NaVYAlO6,2.225434488,3.6583,absorber,ml_plus_family_prior
Nb2O5,3.46,4.33,etl,literature_SCAPS
NiCo2O4,2.3,3.48,htl,literature_SCAPS
NiO,3.6,1.8,htl,literature_SCAPS
nPB,2.4,3.0,htl,literature_SCAPS
P_b,2.73,3.81,monolayer,literature_HSE06_monolayer
P_w,1.53,3.9799999999999995,monolayer,literature_HSE06_monolayer
PbHfAgNbO6,4.224152118,3.5781,absorber,ml_plus_family_prior
PbHfBaSnO6,5.867489513,3.5635,absorber,ml_plus_family_prior
PbHfBaTiO6,4.715173396,3.5694,absorber,ml_plus_family_prior
PbHfCaGeO6,5.438871864,3.5721,absorber,ml_plus_family_prior
PbHfCaSiO6,6.23205056,3.5424,absorber,ml_plus_family_prior
PbHfCaSnO6,6.036393612,3.5667,absorber,ml_plus_family_prior
PbHfCaTiO6,4.381883728,3.5787,absorber,ml_plus_family_prior
PbHfCsVO6,1.830093634,3.8572,absorber,ml_plus_family_prior
PbHfGaNbO6,2.729158284,3.7314,absorber,ml_plus_family_prior
PbHfGaTaO6,3.513598295,3.6701,absorber,ml_plus_family_prior
PbHfInNbO6,1.491118527,3.84,absorber,ml_plus_family_prior
PbHfKNbO6,4.347420461,3.5823,absorber,ml_plus_family_prior
PbHfKSbO6,5.483723223,3.5684,absorber,ml_plus_family_prior
PbHfLaAlO6,6.240145632,3.5226,absorber,ml_plus_family_prior
PbHfLaGaO6,6.330118621,3.5415,absorber,ml_plus_family_prior
PbHfLaInO6,5.39337693,3.5673,absorber,ml_plus_family_prior
PbHfLiNbO6,4.317254424,3.5823,absorber,ml_plus_family_prior
PbHfLiVO6,1.971901666,3.8548,absorber,ml_plus_family_prior
PbHfMgTiO6,4.089321614,3.5396,absorber,ml_plus_family_prior
PbHfNaNbO6,4.135896987,3.5812,absorber,ml_plus_family_prior
PbHfNaSbO6,5.76696615,3.5268,absorber,ml_plus_family_prior
PbHfNaVO6,1.9634335,3.8548,absorber,ml_plus_family_prior
PbHfPbTiO6,4.510073988,3.5672,absorber,ml_plus_family_prior
PbHfPbZrO6,5.083910042,3.5804,absorber,ml_plus_family_prior
PbHfRbNbO6,4.294597438,3.5781,absorber,ml_plus_family_prior
PbHfSnHfO6,4.399268884,3.6095,absorber,ml_plus_family_prior
PbHfSnTiO6,3.97386115,3.6043,absorber,ml_plus_family_prior
PbHfSnZrO6,4.38249106,3.612,absorber,ml_plus_family_prior
PbHfSrGeO6,6.239783015,3.5458,absorber,ml_plus_family_prior
PbHfSrSiO6,6.223094959,3.5409,absorber,ml_plus_family_prior
PbHfSrSnO6,5.969245121,3.5643,absorber,ml_plus_family_prior
PbHfSrTiO6,4.511809568,3.5672,absorber,ml_plus_family_prior
PbHfTlNbO6,2.759636618,3.8533,absorber,ml_plus_family_prior
