DOI,Title,Authors,Journal,Year,Material,Material_Class,Doping,Material_Dimensionality,Crystal_Structure,Gas,DFT_Software,Functional,Dispersion_Correction,Supercell,Adsorption_Site,Adsorption_Energy_eV,Charge_Transfer_e,Adsorption_Distance_A,Bandgap_Before_eV,Bandgap_After_eV,Bandgap_Change_eV,WorkFunction_Before_eV,WorkFunction_After_eV,WorkFunction_Change_eV,Sensitivity,Selectivity,Response_Time,Recovery_Time,Detection_Limit,Data_Source,Extraction_Notes
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,vacancy,2D,NA,NO2,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),S_vacancy,-0.28291,NA,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2 defective MoS2
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,vacancy,2D,NA,NO,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),Mo_vacancy,-1.26054,NA,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2 defective MoS2
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,vacancy,2D,NA,NO,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),S_vacancy,-3.0592,NA,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2 defective MoS2
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,NA,2D,NA,NH3,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),env_N2,-0.20828,NA,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 3; N2 background
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,NA,2D,NA,NH3,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),env_CO2,-0.241,NA,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 3; CO2 background
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,NA,2D,NA,NH3,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),env_H2O,-0.25679,NA,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 3; H2O background
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,NA,2D,NA,NO2,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),env_N2,-0.31376,NA,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 3; N2 background
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,NA,2D,NA,NO2,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),env_CO2,-0.32481,NA,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 3; CO2 background
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,NA,2D,NA,NO2,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),env_H2O,-0.34074,NA,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 3; H2O background
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,NA,2D,NA,NO,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),env_N2,-0.22992,NA,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 3; N2 background
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,NA,2D,NA,NO,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),env_CO2,-0.25684,NA,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 3; CO2 background
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,NA,2D,NA,NO,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),env_H2O,-0.27902,NA,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 3; H2O background
10.1016/j.cplett.2018.10.057,"Adsorption for SO2 gas molecules on B, N, P and Al doped MoS2: The DFT study",NA,Chemical Physics Letters,2018,Al-doped MoS2,TMD,Al,2D,NA,SO2,NA,DFT,NA,NA,Top-Mo,-2.33,-0.343,1.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Abstract maximum Ea at Top-Mo of Al-MoS2
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,H2,VASP,LDA,NA,4x4 WS2 supercell,Tw,-0.068,NA,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,H2,VASP,LDA,NA,4x4 WS2 supercell,Tw_alt,-0.075,NA,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,H2,VASP,LDA,NA,4x4 WS2 supercell,Ts,-0.037,NA,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,O2,VASP,LDA,NA,4x4 WS2 supercell,Tw,-0.184,NA,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,O2,VASP,LDA,NA,4x4 WS2 supercell,Tw_stable,-0.213,NA,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,O2,VASP,LDA,NA,4x4 WS2 supercell,H,-0.119,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,H2O,VASP,LDA,NA,4x4 WS2 supercell,H,-0.229,NA,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,H2O,VASP,LDA,NA,4x4 WS2 supercell,H_alt,-0.218,NA,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,H2O,VASP,LDA,NA,4x4 WS2 supercell,Ts,-0.108,NA,3.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,NH3,VASP,LDA,NA,4x4 WS2 supercell,H,-0.216,NA,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,NH3,VASP,LDA,NA,4x4 WS2 supercell,H_alt,-0.201,NA,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,NH3,VASP,LDA,NA,4x4 WS2 supercell,Ts,-0.062,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,NO,VASP,LDA,NA,4x4 WS2 supercell,Ts,-0.129,NA,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,NO,VASP,LDA,NA,4x4 WS2 supercell,Ts_alt,-0.206,NA,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,NO,VASP,LDA,NA,4x4 WS2 supercell,H,-0.099,NA,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,NO,VASP,LDA,NA,4x4 WS2 supercell,B,-0.215,NA,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,NO2,VASP,LDA,NA,4x4 WS2 supercell,H,-0.412,NA,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,NO2,VASP,LDA,NA,4x4 WS2 supercell,H_alt,-0.354,NA,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,NO2,VASP,LDA,NA,4x4 WS2 supercell,B,-0.333,NA,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,CO,VASP,LDA,NA,4x4 WS2 supercell,H,-0.127,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,CO,VASP,LDA,NA,4x4 WS2 supercell,H_alt,-0.111,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,CO,VASP,LDA,NA,4x4 WS2 supercell,Ts,-0.031,NA,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,TMD,NA,2D,NA,CO,VASP,LDA,NA,4x4 WS2 supercell,B,-0.075,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; meV converted to eV
10.3390/computation11120235,"Adsorption of SO2 Molecule on Pristine, N, Ga-Doped and -Ga-N- co-Doped Graphene: A DFT Study",Multiple authors,Computation,2023,Graphene,2D Carbon,NA,2D,NA,SO2,DMol3,GGA-PBE,DFT-D (Grimme),NA,most_stable,-0.32,-0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2
10.3390/computation11120235,"Adsorption of SO2 Molecule on Pristine, N, Ga-Doped and -Ga-N- co-Doped Graphene: A DFT Study",Multiple authors,Computation,2023,N-doped Graphene,2D Carbon,N,2D,NA,SO2,DMol3,GGA-PBE,DFT-D (Grimme),NA,most_stable,-0.48,-0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 3
10.3390/computation11120235,"Adsorption of SO2 Molecule on Pristine, N, Ga-Doped and -Ga-N- co-Doped Graphene: A DFT Study",Multiple authors,Computation,2023,Ga-doped Graphene,2D Carbon,Ga,2D,NA,SO2,DMol3,GGA-PBE,DFT-D (Grimme),NA,most_stable,-2.61,-0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 4
10.3390/computation11120235,"Adsorption of SO2 Molecule on Pristine, N, Ga-Doped and -Ga-N- co-Doped Graphene: A DFT Study",Multiple authors,Computation,2023,N-Ga co-doped Graphene,2D Carbon,N-Ga,2D,NA,SO2,DMol3,GGA-PBE,DFT-D (Grimme),NA,H,-2.75,-0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 5
10.3390/computation11120235,"Adsorption of SO2 Molecule on Pristine, N, Ga-Doped and -Ga-N- co-Doped Graphene: A DFT Study",Multiple authors,Computation,2023,N-Ga co-doped Graphene,2D Carbon,N-Ga,2D,NA,SO2,DMol3,GGA-PBE,DFT-D (Grimme),NA,T,-2.55,-0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 5
10.3390/computation11120235,"Adsorption of SO2 Molecule on Pristine, N, Ga-Doped and -Ga-N- co-Doped Graphene: A DFT Study",Multiple authors,Computation,2023,N-Ga co-doped Graphene,2D Carbon,N-Ga,2D,NA,SO2,DMol3,GGA-PBE,DFT-D (Grimme),NA,B,-2.53,-0.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 5
10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,Co-MoTe2,TMD,Co,2D,NA,CO,CASTEP,GGA-PBE,NA,NA,most_stable,-0.167,-0.032,3.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,Co-MoTe2,TMD,Co,2D,NA,CH3CHO,CASTEP,GGA-PBE,NA,NA,most_stable,-0.392,-0.084,3.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,Co-MoTe2,TMD,Co,2D,NA,C6H6,CASTEP,GGA-PBE,NA,NA,most_stable,-0.667,-0.083,3.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,V-MoTe2,TMD,V,2D,NA,CO,CASTEP,GGA-PBE,NA,NA,most_stable,-1.221,-0.832,1.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,V-MoTe2,TMD,V,2D,NA,CH3CHO,CASTEP,GGA-PBE,NA,NA,most_stable,-0.405,-0.082,3.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,V-MoTe2,TMD,V,2D,NA,C6H6,CASTEP,GGA-PBE,NA,NA,most_stable,-0.711,0.22,3.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,W-MoTe2,TMD,W,2D,NA,CO,CASTEP,GGA-PBE,NA,NA,most_stable,-0.515,-0.119,2.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,W-MoTe2,TMD,W,2D,NA,CH3CHO,CASTEP,GGA-PBE,NA,NA,most_stable,-0.386,-0.079,3.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,W-MoTe2,TMD,W,2D,NA,C6H6,CASTEP,GGA-PBE,NA,NA,most_stable,-0.618,-0.063,3.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,Zr-MoTe2,TMD,Zr,2D,NA,CO,CASTEP,GGA-PBE,NA,NA,most_stable,-0.592,-0.046,2.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,Zr-MoTe2,TMD,Zr,2D,NA,CH3CHO,CASTEP,GGA-PBE,NA,NA,most_stable,-0.439,-0.063,3.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,Zr-MoTe2,TMD,Zr,2D,NA,C6H6,CASTEP,GGA-PBE,NA,NA,most_stable,-0.8,-0.085,3.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.3390/molecules27103176,"Gas-Sensing Property of TM-MoTe2 Monolayer towards SO2, SOF2, and HF Gases",Multiple authors,Molecules,2022,Au-MoTe2,TMD,Au,2D,NA,SO2,CASTEP,GGA-PBE,NA,NA,most_stable,-0.98,-0.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2
10.3390/molecules27103176,"Gas-Sensing Property of TM-MoTe2 Monolayer towards SO2, SOF2, and HF Gases",Multiple authors,Molecules,2022,Ag-MoTe2,TMD,Ag,2D,NA,SO2,CASTEP,GGA-PBE,NA,NA,most_stable,-0.81,-0.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2
10.3390/molecules27103176,"Gas-Sensing Property of TM-MoTe2 Monolayer towards SO2, SOF2, and HF Gases",Multiple authors,Molecules,2022,Cu-MoTe2,TMD,Cu,2D,NA,SO2,CASTEP,GGA-PBE,NA,NA,most_stable,-1.18,-0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2
10.3390/molecules27103176,"Gas-Sensing Property of TM-MoTe2 Monolayer towards SO2, SOF2, and HF Gases",Multiple authors,Molecules,2022,Au-MoTe2,TMD,Au,2D,NA,SOF2,CASTEP,GGA-PBE,NA,NA,most_stable,-0.49,-0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2
10.3390/molecules27103176,"Gas-Sensing Property of TM-MoTe2 Monolayer towards SO2, SOF2, and HF Gases",Multiple authors,Molecules,2022,Ag-MoTe2,TMD,Ag,2D,NA,SOF2,CASTEP,GGA-PBE,NA,NA,most_stable,-0.4,-0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2
10.3390/molecules27103176,"Gas-Sensing Property of TM-MoTe2 Monolayer towards SO2, SOF2, and HF Gases",Multiple authors,Molecules,2022,Cu-MoTe2,TMD,Cu,2D,NA,SOF2,CASTEP,GGA-PBE,NA,NA,most_stable,-0.6,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2
10.3390/molecules27103176,"Gas-Sensing Property of TM-MoTe2 Monolayer towards SO2, SOF2, and HF Gases",Multiple authors,Molecules,2022,Au-MoTe2,TMD,Au,2D,NA,HF,CASTEP,GGA-PBE,NA,NA,most_stable,-0.23,-0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2
10.3390/molecules27103176,"Gas-Sensing Property of TM-MoTe2 Monolayer towards SO2, SOF2, and HF Gases",Multiple authors,Molecules,2022,Ag-MoTe2,TMD,Ag,2D,NA,HF,CASTEP,GGA-PBE,NA,NA,most_stable,-0.32,-0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2
10.3390/molecules27103176,"Gas-Sensing Property of TM-MoTe2 Monolayer towards SO2, SOF2, and HF Gases",Multiple authors,Molecules,2022,Cu-MoTe2,TMD,Cu,2D,NA,HF,CASTEP,GGA-PBE,NA,NA,most_stable,-0.33,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2
10.1186/s11671-020-03361-6,Rh-doped MoTe2 Monolayer as a Promising Candidate for Sensing and Scavenging SF6 Decomposed Species: a DFT Study,Multiple authors,Nanoscale Research Letters,2020,Rh-MoTe2,TMD,Rh,2D,NA,SO2,DMol3,GGA-PBE,DFT-D (Grimme),NA,most_stable,-1.65,-0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; Hirshfeld QT
10.1186/s11671-020-03361-6,Rh-doped MoTe2 Monolayer as a Promising Candidate for Sensing and Scavenging SF6 Decomposed Species: a DFT Study,Multiple authors,Nanoscale Research Letters,2020,Rh-MoTe2,TMD,Rh,2D,NA,SOF2,DMol3,GGA-PBE,DFT-D (Grimme),NA,most_stable,-0.46,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; Hirshfeld QT
10.1186/s11671-020-03361-6,Rh-doped MoTe2 Monolayer as a Promising Candidate for Sensing and Scavenging SF6 Decomposed Species: a DFT Study,Multiple authors,Nanoscale Research Letters,2020,Rh-MoTe2,TMD,Rh,2D,NA,SO2F2,DMol3,GGA-PBE,DFT-D (Grimme),NA,most_stable,-2.12,-0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; Hirshfeld QT
10.1016/j.apsusc.2020.146180,Adsorption of SO2 molecule on Ni-doped and Pd-doped graphene based on first-principle study,"Gao X, Zhou Q, Wang J, Xu L, Zeng W",Applied Surface Science,2020,Ni-doped Graphene,2D Carbon,Ni,2D,NA,SO2,CASTEP,GGA-PBE,NA,NA,most_stable,-4.213,-0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Most stable configuration; conclusion text
10.1016/j.apsusc.2020.146180,Adsorption of SO2 molecule on Ni-doped and Pd-doped graphene based on first-principle study,"Gao X, Zhou Q, Wang J, Xu L, Zeng W",Applied Surface Science,2020,Pd-doped Graphene,2D Carbon,Pd,2D,NA,SO2,CASTEP,GGA-PBE,NA,NA,most_stable,-5.779,-0.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Most stable configuration; conclusion text
10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Co@Graphene,2D Carbon,Co,2D,NA,O2,VASP,GGA-PBE,NA,4x4 graphene with TM adatom,most_stable,-3.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table II; TM hollow-site adatom
10.1039/C4DT01401D,Detecting gas molecules via atomic magnetization,Choi et al.,Dalton Transactions,2014,Co@Graphene,2D Carbon,Co,2D,NA,H2O,VASP,GGA-PBE,NA,4x4 graphene with TM adatom,most_stable,-0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table II; TM hollow-site adatom
